url,napoletano,italiano
https://www.napoligrafia.it/musica/testi/penzammoSalute.htm,"p' 'e sserénghe 'e Zambellette1, mo","per le siringhe di Zambelletti1, ora"
https://www.napoligrafia.it/musica/testi/marechiaroMarechiaro.htm,Dint'ô silenzio,Nel silenzio
https://www.napoligrafia.it/musica/testi/aTrummettaVicaria.htm,"E chistu Parroco, 'a copp' 'o pulpito, ne fa 'na predeca","E questo Parroco, da sopra al pulpito. ne fa una predica"
https://www.napoligrafia.it/musica/testi/aMarinaTripoli.htm,E quanno 'o Tripulino,E quando il tripolino ci
https://www.napoligrafia.it/musica/testi/pupazzetti.htm,T'accumpagnaje 'stu core,T'accompagnò questo cuore
https://www.napoligrafia.it/musica/testi/lunaNnammurata.htm,te vasi 'o mare blu,ti baci il mare blu
https://www.napoligrafia.it/musica/testi/adduormeteCuMme.htm,pe t'asciuttá 'sti llacreme chiagnute,per asciugarti queste lacrime piante
https://www.napoligrafia.it/musica/testi/poveruCore.htm,"Essa è ll'ammore, i' songo 'o sentimento","Lei è l'amore, io sono il sentimento"
https://www.napoligrafia.it/musica/testi/suspiranno.htm,"Io moro senza 'e te""","Io muoio senza di te"""
https://www.napoligrafia.it/musica/testi/mandulinoDoTexas.htm,"Mandulino, mandulino d' 'o Texas, Mentre suonni Marechiaro, Mandulino, Mandulino, Mandulì","Mandolino, mandolino del Texas, Mentre sogni Marechiaro, Mandolino, Mandolino, Mandolì"
https://www.napoligrafia.it/musica/testi/primmaSicondaTerza.htm,è stato dint'ô trammo d' 'a Turretta2,è stato nel tram della Torretta2
https://www.napoligrafia.it/musica/testi/ePiccerella.htm,"E i' zitto, caccio sempe","E io zitto, pago sempre"
https://www.napoligrafia.it/musica/testi/canzonaAmirosa.htm,e mm' 'a sonno ogne notte e ce sperisco,e me la sogno ogni notte e la desidero ardentemente
https://www.napoligrafia.it/musica/testi/mammaAddoSta.htm,"Ma vuje ll'avite sempe rispettata? Vuje site state sempe attuorno â nonna? Ma, grazie a Dio, mo nun lle manca niente, po' fá 'a signora, povera mammá","Ma voi l'avete sempre rispettata? Siete stati sempre vicini alla nonna? Ma, grazie a Dio, ora non le manca niente, può fare la signora, povera mamma"
https://www.napoligrafia.it/musica/testi/malepenziero.htm,"Vatténne, vatténne, malepenziero","Vattene, vattene, cattivo pensiero"
https://www.napoligrafia.it/musica/testi/maChiSa.htm,'Ncopp'â carta tuttequante,Sulla carta tutti
https://www.napoligrafia.it/musica/testi/connolaSenzaMamma.htm,"Stanno luntane e sònnano, sempe 'sti cante e suone","Stanno lontano e sognano, sempre questi canti e suoni"
https://www.napoligrafia.it/musica/testi/ammoreSegreto.htm,E ce spugliammo 'int'ê vase,E ci spogliamo tra i baci
https://www.napoligrafia.it/musica/testi/laCammesella.htm,"E tèh, mme ll'aggio levato, Ciccillo, cuntento, fa' chello che vuó","Ecco, me lo sono tolto, Ciccino, contento, fai quello che vuoi"
https://www.napoligrafia.it/musica/testi/cuntoLampare.htm,arde 'nnanze a 'nu chi sa,arde davanti a un chi sa
https://www.napoligrafia.it/musica/testi/nanassa.htm,"quando, in giro per la città, tutt' 'a gente te guarda e fa: ""Gué, Nanà', sî cchiù doce 'e 'nu babbà""","quando, in giro per la città, tutta la gente ti guarda e fa: ""Gué, Nanà, sei più dolce di un babà"""
https://www.napoligrafia.it/musica/testi/palommaNotte.htm,cu 'sti mmane piccerelle,con queste mani piccoline
https://www.napoligrafia.it/musica/testi/nunMeSceta.htm,"Famme 'nzuonno murì, nun mme scetà","Fammi, in sonno, morire, non mi svegliare"
https://www.napoligrafia.it/musica/testi/dimmeNaVotaSi.htm,'sto core ca mettiste 'ntra le ppene,questo cuore che mettesti nelle pene
https://www.napoligrafia.it/musica/testi/tutteManera.htm,Saccio ca mme facite 'a,So che fate l'indifferente
https://www.napoligrafia.it/musica/testi/loGuarracino.htm,"patelle, piscecane e grancetielle, marvizze, mármure e vavose, vope prene, vedove e spose, spínole, spuónole, sierpe e sarpe, scauze, 'nzuoccole e co le scarpe, sconciglie, gammere e ragoste, vennero 'nfino co le poste","patelle. pescecani e granchietti. tordi marvizzi, marmore e bavose, boghe, vedove e spose, spigole, spondili, serpenti e salpe, scalze con gli zoccoli o con le scarpe, murici, gamberi e aragoste. vennero perfino con le diligenze"
https://www.napoligrafia.it/musica/testi/pupatella.htm,Pecché triemme? Nun hê 'a,Perchè tremi? Non devi
https://www.napoligrafia.it/musica/testi/maista.htm,"I' ve lasso 'nu piezz' 'e core, ma nisciuno ll'ha dda sapé","Io vi lascio un pezzo di cuore, ma nessuno lo deve sapere"
https://www.napoligrafia.it/musica/testi/mandulinataEmigrante.htm,"Nun è 'na canzone, ne so' ciento","Non è una canzone, sono cento"
https://www.napoligrafia.it/musica/testi/sciuldezzaBella.htm,"Fall'affaccià, ll'avimm' 'a fà cunvinto","Fallo affacciare, lo dobbiamo convincerlo"
https://www.napoligrafia.it/musica/testi/eCercaEmeCapi.htm,"e cride ancora, cride ancora",e credi ancora e credi ancora
https://www.napoligrafia.it/musica/testi/mandulinoEsantaLucia.htm,"Siente, siente 'o mandulino, comm'è ddoce 'o mandulino","Senti, senti il mandulino, com'è dolce il mandolino"
https://www.napoligrafia.it/musica/testi/dintAnOraDioLavora.htm,"Po' fá 'n'angelo demmonio, po' scucchiá 'nu matremmonio, 'nu quadrato 'o fa ritondo, fa stá buono 'o moribondo, ferma 'a lava p' 'e ccampagne, secca 'o mare e fa 'e mmuntagne","Può far diventare un angelo demonio, può rompere un matrimonio, un quadrato lo fa tondo, fa star bene il moribondo, ferma la lava per le campagne, asciuga il mare e fa le montagne"
https://www.napoligrafia.it/musica/testi/cannetella.htm,ca la sciorte accussì bo',perchè la sorte così vuole
https://www.napoligrafia.it/musica/testi/estate.htm,"mmure, giesummine a migliare, sciure 'e tutt' 'e culure","muri, gelsomini a migliaia, fiori di tutti i colori"
https://www.napoligrafia.it/musica/testi/napuleNaCanzone.htm,"Chi 'a vo' tirà cu 'o mángano, scastrata intera intera","Chi la vuol tirare con il mangano, disincastrata per intero"
https://www.napoligrafia.it/musica/testi/tornaSurriento.htm,"Comme tu, a chi tiene mente, ca, scetato, 'o faje sunnà","ispira tanta passione. Come te, chi guardi"
https://www.napoligrafia.it/musica/testi/cantaPeMme.htm,"addurmuta, cònnola d'oro pe chi vo' sunná","addormentata, culla d'oro per chi vuol sognare"
https://www.napoligrafia.it/musica/testi/arriArriCavalluccio.htm,E fujeno certamente ll'uocchie suoje,E furono certamente gli occhi suoi
https://www.napoligrafia.it/musica/testi/accussi.htm,schiaranno juorno,facendo giorno
https://www.napoligrafia.it/musica/testi/anemaNera.htm,"ca mm'addimmanno io stesso: ""E comme va?""","che mi domando io stesso: ""Come va?"""
https://www.napoligrafia.it/musica/testi/voglioBeneSuloAtte.htm,"No, nun me fà murì","No, nun me far morire"
https://www.napoligrafia.it/musica/testi/marechiare.htm,"Chi dice ca li stelle so' lucente? Scétate, Carulí, ca ll'aria","Chi dice che le stelle brillano? Svegliati, Carolina, che l'aria"
https://www.napoligrafia.it/musica/testi/pupatella.htm,"E ride, ca si ride sî cchiù bella, Pupatè","E ridi, che se ridi sei più bella, Bambolina"
https://www.napoligrafia.it/musica/testi/belzebu.htm,Mm'è venuto 'nu suspetto,Mi è venuto un sospetto
https://www.napoligrafia.it/musica/testi/oPizzajuoloNuovo.htm,P'otto solde sulamente,Per otto soldi soltanto
https://www.napoligrafia.it/musica/testi/raziella.htm,Ma chillu tiempo comme,Ma quel tempo com'è
https://www.napoligrafia.it/musica/testi/lAriatella.htm,tuorno tuorno fà spisso votà,tutt'intorno far spesso girare
https://www.napoligrafia.it/musica/testi/cannetella.htm,Che nne caccio? Dice tu,Che ne guadagno? Dillo tu
https://www.napoligrafia.it/musica/testi/scapricciatiello.htm,"""Scapricciatiellu1","""Scapricciatiello1"
https://www.napoligrafia.it/musica/testi/eRroseDaMadonna.htm,"e comme campo cchiù? Fredda è 'sta vocca e io mo te chiammo gioia, mo ca te veco 'int'a 'na macchia 'e sanghe","e come vivo più? Fredda è questa bocca e io ora ti chiamo gioia, ora che ti vedo in una pozza di sangue"
https://www.napoligrafia.it/musica/testi/pulecenella.htm,"Gente ge', nun chiagnite cu mme","Gente, gente, non piangete con me"
https://www.napoligrafia.it/musica/testi/pigliateNaPastiglia.htm,"'e farmaciste, la vecchia camomilla ha dato il posto","farmacie, la vecchia camomilla ha lasciato il posto"
https://www.napoligrafia.it/musica/testi/dojeSerenate.htm,"E nuje ca, ingenuamente, venimmo cca a sciupá 'sti sserenate, mentre forse lle sta 'n'ato vicino","E noi che ingenuamente, veniamo qui a sprecare queste serenate, mentre forse un altro le sta vicino"
https://www.napoligrafia.it/musica/testi/ciccioFormaggio.htm,"bene overamente, nun mme facisse","bene davvero, non mi faresti"
https://www.napoligrafia.it/musica/testi/suspiroCapemonte.htm,e ll'usignuolo 'mmiez'ê ffronne canta,e l'usignolo tra le foglie canta
https://www.napoligrafia.it/musica/testi/tuttaPeMme.htm,"Te voglio bene, sì, surtanto a te, Marì","Ti voglio bene, sì, solo a te, Maria"
https://www.napoligrafia.it/musica/testi/oMarenaro.htm,"voste, cercate 'e v' 'a piglià","vostre, cercate di prendervela"
https://www.napoligrafia.it/musica/testi/mannaggiaOsuricillo.htm,"Passa 'o tiempo, s'accorcia 'a gunnella","Passa il tempo, so accorcia la gonnella"
https://www.napoligrafia.it/musica/testi/dujeGiuramente.htm,ca nun tornano cchiù,che non tornano più
https://www.napoligrafia.it/musica/testi/mammaMiaCheVoSape.htm,scenne,per bruciare questi occhi stanchi
https://www.napoligrafia.it/musica/testi/eRragazze.htm,"Si 'un facite vulá 'a machinetta, picceré, v' 'a putite sciusciá","Se non fate volare la macchinetta, piccole, ve la potete soffiare"
https://www.napoligrafia.it/musica/testi/ioMeNaddono.htm,"E me turmento, e m'annasconno 'o chianto","E mi tormento, e nascondo il pianto"
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,pe la prejezza,per l'allegria
https://www.napoligrafia.it/musica/testi/oRitrattoNanninella.htm,"Caro pittore, 'mméscale cu 'o penniello 'sti culure, pròvate a fà 'nu quadro di valore","Caro pittore, mischiali col pennello questi colori, provate a fare un quadro di valore"
https://www.napoligrafia.it/musica/testi/chissaPecche.htm,pecchè me cade 'mbraccia,perchè mi cadi tra le braccia
https://www.napoligrafia.it/musica/testi/mannaggiaOsuricillo.htm,"Pascalino, studente perfetto, allippato, bellillo, brunetto, pe ll'ammore che spanteca 'mpietto","Pasqualino, studente perfetto, ben vestito, carino, brunetto, per l'amore che spasima nel petto"
https://www.napoligrafia.it/musica/testi/cuMme.htm,addò ce stanno,dove ci stanno
https://www.napoligrafia.it/musica/testi/maliziusella.htm,"Chistu core malato, malato, malato","Questo cuore malato, malato, malato"
https://www.napoligrafia.it/musica/testi/scalinatella.htm,longa,lunga
https://www.napoligrafia.it/musica/testi/nunDaRettaMargari.htm,"Che mugliera, che femmena","Che moglie, che donna di"
https://www.napoligrafia.it/musica/testi/chiamateNapoli081.htm,"Napule chiamma 'e figlie suoje, comm'a 'na mamma ce stenne 'e bbraccia","Napoli chiama i suoi figli, come una mamma ci tende le braccia"
https://www.napoligrafia.it/musica/testi/mmeNeVoglioJiNzuraNgoppAntignano.htm,"Ma bona, bella e fina, 'na guappa1 Surrentina","Ma buona, bella e di qualità. una guappa1 Sorrentina"
https://www.napoligrafia.it/musica/testi/natale_ParilliNardella.htm,"Te 'mmuccavo, ogne tantillo, 'nu vasillo mariunciéllo","Ti rubavo, ogni tanto, un bacino ladruncolo"
https://www.napoligrafia.it/musica/testi/aBellaPusilleco.htm,Cu cchelli ttrezze d'oro e prelibbate,Con quelle trecce d'oro e prelibate
https://www.napoligrafia.it/musica/testi/nanassa.htm,"""Gué, Nanà, sî cchiù doce 'e 'nu babbá""","""Gué, Nanà', sei più dolce di un babà"""
https://www.napoligrafia.it/musica/testi/canzoneAppassiunata.htm,"""Scétate"" io dico e nun vo' stá scetato","""Svegliati"" io dico e non vuole star sveglio"
https://www.napoligrafia.it/musica/testi/pupazzetti.htm,Passajeno 'e mise e ll'anne,Passarono i mesi e gli anni
https://www.napoligrafia.it/musica/testi/seraNapulitana.htm,Cantano 'e 'nnammurate a Margellina,Cantano gli innamorati a Mergellina
https://www.napoligrafia.it/musica/testi/piscaturella.htm,ma tiene 'e sentimente 'e 'na regina,ma hai i sentimenti di una regina
https://www.napoligrafia.it/musica/testi/aBellaPusilleco.htm,Quando s'affaccia mmiez' 'e rrose rosse,Quando s'affaccia tra le rose rosse
https://www.napoligrafia.it/musica/testi/maggioSiTu.htm,Tu mme faje suspirá,Tu mi fai sospirare
https://www.napoligrafia.it/musica/testi/aResatella.htm,"E' inutile, è inutile ca dice dint'ô vico","E' inutile, è inutile che dici nel vicolo"
https://www.napoligrafia.it/musica/testi/guardannoAluna.htm,"Oje luna lu', chi maje s' 'o penzava","O luna lu', chi mai lo pensava"
https://www.napoligrafia.it/musica/testi/guardannoAluna.htm,"E' 'nu favore 'e niente che mme faje, vide si sta scetata o sta durmenno","E' un favore da niente che mi fai, guarda se è sveglia o sta dormendo"
https://www.napoligrafia.it/musica/testi/loCardillo.htm,"Siente cca bello mio, llòco 'nnante, c'è 'na casa, na nénna nce sta, tu la vide ca nun è distante","Senti bello mio, qui davanti, c'è una casa, c'è una ragazza, la vedi perché non è distante"
https://www.napoligrafia.it/musica/testi/noveMaggio.htm,"Nove maggio, mm'hê sciarmato, so' rimasto sott'â bbotta 'mpressiunato","Nove maggio, mi hai disarmato, sono rimasto per la batosta impressionato"
https://www.napoligrafia.it/musica/testi/sfurtunatella.htm,"Parrucchièlla, stive fermata pe vedé a 'na sposa","Parrucchiella, eri ferma per vedere una sposa"
https://www.napoligrafia.it/musica/testi/lassammoce.htm,"Lassammoce, nun chiagnere stasera, 'sti llacreme se perdono pe ll'aria","Lasciamoci, non piangere stasera, queste lacrime si perdono nell'aria"
https://www.napoligrafia.it/musica/testi/carmeCarme.htm,"""Per ogn'uomo, tre mugliere""","""Per ogni uomo, tre mogli"""
https://www.napoligrafia.it/musica/testi/scapricciatiello.htm,"""Scapricciatiellu mio, vatténne â casa","""Scapricciatiello mio, vattene a casa"
https://www.napoligrafia.it/musica/testi/malincunia.htm,Sento 'nu mare scuro,Sento un mare scuro
https://www.napoligrafia.it/musica/testi/nataleNziemaTe.htm,"Natale 'nziem'a te dint'a 'sta casarella, zampogne e zampugnelle1 e 'o Bambino Gesù","Natale insieme a me in questa casetta, zampogne e zampognelle1 e il Bambino Gesù"
https://www.napoligrafia.it/musica/testi/llurdemaTarantella.htm,'Stu core è d' 'o mio,Questo cuore è mio
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,"Ma tu mme diciarraje, ma tu mme diciarraje ca chiagniste, acciò chiagnesse pure 'o peccatore","Ma tu mi dirai, ma tu mi dirai che piangesti, perchè piangesse anche il peccatore"
https://www.napoligrafia.it/musica/testi/tornaSurriento.htm,"Torna a Surriento, famme campà","Torna a Sorrento, fammi vivere"
https://www.napoligrafia.it/musica/testi/mietteNaManoCca.htm,'na mana 'ncopp' 'o core,una mano sul cuore
https://www.napoligrafia.it/musica/testi/tarantellaSegreta.htm,"Date annascuso, cu 'e pporte 'nchiuse, senza scuccà","ci fanno rimanere. Dati di nascosto, con le porte chiuse"
https://www.napoligrafia.it/musica/testi/tAggiaLassaMari.htm,"Saccio sul'i', pe te","Solo io so, per"
https://www.napoligrafia.it/musica/testi/tuSiChella.htm,"Mo cunosco, nénna bella, comm' 'a pienze e chi sî tu","Ora so, ragazza bella, come la pensi e chi sei tu"
https://www.napoligrafia.it/musica/testi/suonneSunnate.htm,Suonne sunnate,Sogni sognati
https://www.napoligrafia.it/musica/testi/malincunia.htm,"'Na foglia gialla, senza speranza, 'mmiez'a 'na via","Una foglia gialla, senza speranza, in mezzo ad una via"
https://www.napoligrafia.it/musica/testi/vocaVocaLoVarcajuolo.htm,"Se ne trase, mo s'affaccia, me cunosce, me saluta","Rientra, ora si affaccia, mi riconosce, mi saluta"
https://www.napoligrafia.it/musica/testi/parlameNapule.htm,fa luce a 'e ccoppie,fa luce alle coppie
https://www.napoligrafia.it/musica/testi/canzonaMbriaca.htm,"Ah già, meza 'nzerrata","Ah già, mezza chiusa"
https://www.napoligrafia.it/musica/testi/sciuldezzaBella.htm,"Picceré, pe tutt' 'o","Piccola, per tutto il"
https://www.napoligrafia.it/musica/testi/oViulino.htm,Da vint'anne tatillo teneva,Da vent'anni papino aveva
https://www.napoligrafia.it/musica/testi/eBonaseraAmmore.htm,s'è addurmuto,s'è addormentato
https://www.napoligrafia.it/musica/testi/nunLassaSurriento.htm,"Ah, Ah","Ah, Ah"
https://www.napoligrafia.it/musica/testi/eTrezzeCarulina.htm,"E 'sti scungiure, è inutile, nn' 'a pònno cchiù arrevá","E questi scongiuri, è. inutile"
https://www.napoligrafia.it/musica/testi/maggioSiTu.htm,"E pure mo, tutt'è turnato","E anche adesso, tutto è tornato"
https://www.napoligrafia.it/musica/testi/aBonanemaAmmore.htm,Songo antico e ch'aggi' 'a,Sono all'antica e che posso
https://www.napoligrafia.it/musica/testi/mioCarissimoPasquale.htm,"T' 'e ttruove a ddoje a ddoje, 'nfamó","Le trovi a due a due, infame"
https://www.napoligrafia.it/musica/testi/lariula.htm,Io t'ero indifferente e mo se vede,Io ti ero indifferente ed ora si vede
https://www.napoligrafia.it/musica/testi/lunaNova.htm,"Luna d'argiento, lass' 'o","Luna d'argento, lascialo"
https://www.napoligrafia.it/musica/testi/serenataDispettosa.htm,"Mentre te spuse, io mm'aggi' 'a 'mbriacà","Mentre ti sposi, io mi devo ubriacare"
https://www.napoligrafia.it/musica/testi/laNovaGelosia.htm,Lassamela vedè,Lasciamela vedere
https://www.napoligrafia.it/musica/testi/connolaAmmore.htm,"Ah, stanotte, stanotte stu core, s'ha 'ngignato 'a curona 'e 'nu rre","Ah, stanotte, stanotte questo cuore, ha indossato la corona di un re"
https://www.napoligrafia.it/musica/testi/raziella.htm,Darrìa lo sango pe fárelo tornà,Darei il sangue per farlo ritornare
https://www.napoligrafia.it/musica/testi/mmeNeVoglioJiNzuraNgoppAntignano.htm,"dint'â Duchesca2, mme voglio jì a piglià 'na pizzajola","alla Duchesca2, voglio andare a prendermi una pizzaiola"
https://www.napoligrafia.it/musica/testi/donCarluccio.htm,"ca, 'ncopp'ô ppane, se po' mangiá","che, sul pane, si può mangiare"
https://www.napoligrafia.it/musica/testi/llurdemaTarantella.htm,Comm'a quanno,Come quando
https://www.napoligrafia.it/musica/testi/tramontoPusilleco.htm,s'avvicina,si avvicina
https://www.napoligrafia.it/musica/testi/nAccordoInFa.htm,"mme dice chesto a me, 'o sídece nun se fà cchiù vedé","dice questo a me, il sedici non si fa più vedere"
https://www.napoligrafia.it/musica/testi/teLasso.htm,"E vuó ca, primm' 'e tutto, â casa 'e màmmema","E vuoi che, prima di tutto, alla casa di mia mamma"
https://www.napoligrafia.it/musica/testi/loGuarracino.htm,"La vavosa, pisse pisse",chiaro e tondo glielo disse
https://www.napoligrafia.it/musica/testi/oPaeseSole.htm,Ogge sto' tanto allero,Oggi sono tanto allegro
https://www.napoligrafia.it/musica/testi/camminaCammina.htm,"E cammina, cammina vicino ô puorto","E cammina, cammina vicino al porto"
https://www.napoligrafia.it/musica/testi/desiderioSole.htm,"'Stu core, 'stu scemo 'e core, s' 'a passa sempe a chiagnere pe te","Questo cuore, questo scemo cuore, sta sempre a piangere per te"
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,lo tiene mente,lo guardi
https://www.napoligrafia.it/musica/testi/quiFuNapoli.htm,Va cu tte 'stu core amato,Va con te questo cuore
https://www.napoligrafia.it/musica/testi/santaLuciaLuntana.htm,Santa Lucia,Santa Lucia
https://www.napoligrafia.it/musica/testi/madamaChichierchia.htm,"'N'anno fa, steva proprio","Un anno fa, stava proprio a"
https://www.napoligrafia.it/musica/testi/mmeNeVoglioJiNzuraNgoppAntignano.htm,Mme voglio jì a 'nzurà,Voglio andare a sposarmi
https://www.napoligrafia.it/musica/testi/anemaCore.htm,pe fá dispietto a me,per fare un dispetto a me
https://www.napoligrafia.it/musica/testi/benedittoMeseAusto.htm,"'Nterr'â spiaggia, vi' che","In spiaggia, guarda che"
https://www.napoligrafia.it/musica/testi/aCuraMamma.htm,"Nèh, cumpá', che nce vo'? Nce vurría, pe farve durmí","Neh, compare, cosa ci vuole? Ci vorrebbe, per farvi"
https://www.napoligrafia.it/musica/testi/mioCarissimoPasquale.htm,"ca mme ll'ha scritto, a mano, Don Saverio 'o sacrestano","che mi ha scritto, a mano, Don Saverio il sacrestano"
https://www.napoligrafia.it/musica/testi/tramontoPusilleco.htm,mentre ca 'nu vapore s'alluntana,mentre una nave si allontana
https://www.napoligrafia.it/musica/testi/aBanderellaCarta.htm,"E s' 'a teneva astretta 'ngopp'ô core, chella bandiera 'e carta tricolore","E se la teneva stretta sul cuore, quella bandiera di carta tricolore"
https://www.napoligrafia.it/musica/testi/reginella.htm,Stive 'mmiez'a tre o quatto sciantose1,Stavi in mezzo a tre o quattro sciantose1
https://www.napoligrafia.it/musica/testi/stuVinoCheTeFa.htm,"Mo vaco appriesso a sòreta, 'a maesta","Ora vado dietro a tua sorella, la maestra"
https://www.napoligrafia.it/musica/testi/santaLuciaLuntana.htm,E 'o core nun 'o sane,E il cuore non lo guarisci
https://www.napoligrafia.it/musica/testi/bongiornoAmmore.htm,"ca tantu male fa, mm'abbasta vedé splènnere","che tanto male mi fa, mi basta veder splendere"
https://www.napoligrafia.it/musica/testi/nunSoGeluso.htm,"ca, pe' forza, vò purtà","che, per forza, vuol portare"
https://www.napoligrafia.it/musica/testi/cientAnneNuJuorno.htm,Dint'a 'sta varca abbracciate,In questa barca abbracciati
https://www.napoligrafia.it/musica/testi/napulitana.htm,"Nce so' cadute ll'uommene scuntruse, vocca 'e Napulitana, pe 'sti vase","Ci sono caduti gli uomini scontroso, bocca di Napoletana, per questi baci"
https://www.napoligrafia.it/musica/testi/mmAggiaCura.htm,"Mm'aggi' 'a curà, Mm'aggi'","Mi devo curare, mi devo"
https://www.napoligrafia.it/musica/testi/sottEccancelle.htm,"ca staje passanno 'a visita, dincello","che passi per la visita, diglielo"
https://www.napoligrafia.it/musica/testi/vieneCuMmeSottAstaLuna.htm,Viene cu mme sott'a 'sta luna,Vieni con me sotto questa luna
https://www.napoligrafia.it/musica/testi/tarantellaInternazionale.htm,americana? Ma s' 'o ccredono o fanno apposta? Chest'è musica paisana,Ma ci credono o lo fanno apposta? Questa è musica paesana. Questo è il pane di casa nostra
https://www.napoligrafia.it/musica/testi/vasammoceNaVota.htm,pe nun se lassà cchiù,per non lasciarsi più
https://www.napoligrafia.it/musica/testi/oBarUniversita.htm,"ll'Università, tu parle 'e te, io parlo 'e me, parlammo 'e nuje","dell'università, tu parli di te, io di me, parliamo di noi"
https://www.napoligrafia.it/musica/testi/napuleE.htm,Dint'ê viche mmiezo a ll'ate,Tra i vicoli in mezzo agli altri
https://www.napoligrafia.it/musica/testi/oCchiuBelluNomme.htm,si aggi' 'a cantà pe forza pe Maria,se devo cantare per forza per Maria
https://www.napoligrafia.it/musica/testi/nunApenzoProprioCchiu.htm,Si po chiagnere 'a vedite,Se poi piangere la vedete
https://www.napoligrafia.it/musica/testi/sfurtunatella.htm,Sarrà destino ch'hê 'a murì zetella,Sarà destino che devi morire zitella
https://www.napoligrafia.it/musica/testi/mareVerde.htm,"Nun è campagna, è mare, mare verde","Non è campagna, è mare, mare verde"
https://www.napoligrafia.it/musica/testi/varcaDammore.htm,p' 'o mare 'e Margellina,per il mare di Mergellina
https://www.napoligrafia.it/musica/testi/furture.htm,"Che dice, che faje?","Che dici, che fai?"
https://www.napoligrafia.it/musica/testi/vientoBenedettoZanfagna.htm,pe 'st'ammore mio,per questo amore mio
https://www.napoligrafia.it/musica/testi/nunApenzoProprioCchiu.htm,"ca mm' 'a songo già scurdata, nun 'a penzo proprio cchiù","che me la sono già dimenticata, non la penso proprio più"
https://www.napoligrafia.it/musica/testi/napuleChinoFemmene.htm,I' voglio ll'aria,Io voglio l'aria
https://www.napoligrafia.it/musica/testi/ioMammetaTu.htm,"Io, zíeta e tu, ll'uovo frisco, 'a muzzarella, cammenammo sulo in carrozzella","Io, tua zia e te, l'uovo fresco, la mozzarella, camminiamo solo in carrozza"
https://www.napoligrafia.it/musica/testi/mmiezGgrano.htm,"E 'a luna, zenniánnoce, cufféa 'sta 'mpésa3 'e luna","E la luna, facendoci l'occhiolino, ci sbeffeggia questa luna birichina3"
https://www.napoligrafia.it/musica/testi/fenestaVascia.htm,Se vota 'na nennella da lla,Si gira una ragazza da lì
https://www.napoligrafia.it/musica/testi/nAccordoInFa.htm,"Po mme guardava 'mmocca pe gulío, a 'n'atu mese avévam' 'a spusà","Poi mi guardava la bocca con desiderio, tra un altro mese dovevamo sposarci"
https://www.napoligrafia.it/musica/testi/fantasia_BovioValente.htm,e so' 'nu strazio chesti qquatto note,e sono uno strazio queste quattro note
https://www.napoligrafia.it/musica/testi/aBonanemaAmmore.htm,"Figliu mio, bell' 'e papá, chelli ffemmene 'e 'na vota",quelle donne di una volta. magari potessero tornare
https://www.napoligrafia.it/musica/testi/laPanse.htm,"Io divento un mammalucco, poi ti vaso sulla bocca","Io divento un mammalucco, poi ti bacio sulla bocca"
https://www.napoligrafia.it/musica/testi/treParole.htm,e vuje tremmate si ve tèngo mente,e voi tremate se vi guardo
https://www.napoligrafia.it/musica/testi/napulitanata.htm,v'arapite,aprite
https://www.napoligrafia.it/musica/testi/napuleBello.htm,Ch'argiento 'mmiez'ô mare,Che argento in mezzo al mare
https://www.napoligrafia.it/musica/testi/palazziello.htm,comme,come
https://www.napoligrafia.it/musica/testi/oPaeseSole.htm,"Dint'a 'sti qquatto mure io sto' cuntento, mamma mme sta vicino e nénna canta","Tra queste quattro mura io sono contento, mamma mi è vicino, e la mia donna canta"
https://www.napoligrafia.it/musica/testi/cavalluccioEmare.htm,Si dint'a ll'onne 'na manella,Se tre le onde una manina
https://www.napoligrafia.it/musica/testi/palomma.htm,Palomma te chiammava mamma,Farfalla ti chiama tua
https://www.napoligrafia.it/musica/testi/pigliateNaPastiglia.htm,"So' 'nu ciuccio 'e carretta, carrecato d'ammore","Sono un asino da carretta, caricato d'amore"
https://www.napoligrafia.it/musica/testi/rusellaMaggio.htm,"Rusélla 'e maggio mia, rusélla 'e maggio","Rosetta di maggio mia, rosetta di maggio"
https://www.napoligrafia.it/musica/testi/priggiunieroGuerra.htm,"E so' turnato a dì: ""Io mo so' libero""","E sono ritornato a dire: ""Io ora sono libero"""
https://www.napoligrafia.it/musica/testi/nunSoGeluso.htm,"No, nun è ca i' so' geluso","No, non è che son geloso di"
https://www.napoligrafia.it/musica/testi/mioCarissimoPasquale.htm,"pecché 'o core è sempe core, pure muorto te voglio amá","perchè il cuore è sempre cuore, anche morto ti voglio amare"
https://www.napoligrafia.it/musica/testi/priggiunieroGuerra.htm,Di' 'sta buscìa ch'è cchiù d' 'a verità,Di' questa bugia che è più della verità
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,li pedille,i piedini
https://www.napoligrafia.it/musica/testi/carcere.htm,"carcerato, privo d' 'a libertá, senza 'n'ajuto, tutte ll'amice mm'hanno abbandunato, pur' 'e pariente mm'hanno scanusciuto","carcerato, privo della libertà, senza un aiuto, tutti gli amici mi hanno abbandonato, anche i parenti mi hanno disconosciuto"
